message_id,channel,message,category,sentiment,urgency,summary,product_mentioned,classifier
852,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
853,in-app,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
854,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
855,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
856,in-app,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
857,email,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
858,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
859,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
860,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
861,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
862,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
863,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
864,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
865,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
866,whatsapp,Where’s my order???? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order???? it said delivery 2 days ago. this is ridiculous,,rule_based
867,in-app,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22?? the manual isn’t clear,EarBuds,rule_based
868,in-app,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
869,chat,Your prices increasing every week?? What’s going on? Pls respond asap.,Inquiry,neutral,high,Customer asks about your prices increasing every week?? what’s going on? pls respond asap,,rule_based
870,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
871,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
872,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
873,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
874,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
875,chat,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.,Complaint,positive,high,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi. pls respond asa,Cook Set,rule_based
876,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
877,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
878,email,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
879,chat,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.,Complaint,positive,high,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi. pls respond asa,Cook Set,rule_based
880,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
881,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
882,chat,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
883,chat,"I want to change the size of the sneakers I bought yesterday, can u help??",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
884,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
885,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
886,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
887,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous. Pls respond asap.,Complaint,neutral,high,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous. pls respond,,rule_based
888,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
889,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
890,in-app,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
891,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
892,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol). Pls respond asap.,Suggestion,neutral,high,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
893,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
894,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
895,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
896,chat,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
897,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
898,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
899,email,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
900,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
901,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
902,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
